"","wordsum","wrkstat","age","pres08","authoritarianism","income","con_govt","conarmy","degree"
"1437",9,"WORKING FULL TIME",47,"McCain",4,NA,2,"A GREAT DEAL","HS"
"1438",5,"RETIRED",59,"Obama",NA,NA,NA,NA,"HS"
"1439",NA,"WORKING FULL TIME",33,NA,2,11169.7919508346,3,"ONLY SOME","<HS"
"1440",4,"SCHOOL",22,NA,NA,3835.14648311763,NA,NA,"HS"
"1441",6,"WORKING FULL TIME",30,"Obama",3,36711.1374514967,3,"HARDLY ANY","HS"
"1442",4,"WORKING FULL TIME",32,NA,NA,74999.0110397991,NA,NA,"HS"
"1443",NA,"RETIRED",89,"Obama",4,13496.6441540405,1,"ONLY SOME","<HS"
"1444",3,"WORKING FULL TIME",25,NA,3,NA,NA,"ONLY SOME","HS"
"1445",6,"KEEPING HOUSE",62,"Obama",NA,27935.651527794,NA,NA,"HS"
"1446",6,"WORKING FULL TIME",35,NA,1,NA,3,"ONLY SOME","HS"
"1447",5,NA,62,"Obama",NA,27362.735024512,NA,NA,"HS"
"1448",7,"WORKING PART TIME",51,"McCain",5,NA,3,"A GREAT DEAL","HS"
"1449",NA,"WORKING FULL TIME",61,"McCain",3,120542.877296188,1,"A GREAT DEAL","Bachelor deg"
"1450",NA,"TEMP NOT WORKING",28,"Obama",1,120762.426366879,2,"A GREAT DEAL","Bachelor deg"
"1451",5,"RETIRED",86,"Obama",NA,21016.8447157778,NA,NA,"<HS"
"1452",NA,"RETIRED",85,"Obama",2,NA,4,"A GREAT DEAL","HS"
"1453",6,"WORKING FULL TIME",60,"McCain",NA,74999.2067347196,NA,NA,"Bachelor deg"
"1454",5,"WORKING FULL TIME",44,NA,3,81528.9205535473,1,"ONLY SOME","Bachelor deg"
"1455",NA,"WORKING FULL TIME",21,NA,1,9626.66971847636,3,"A GREAT DEAL","HS"
"1456",5,"WORKING FULL TIME",28,NA,3,49994.1226103485,1,"HARDLY ANY","Bachelor deg"
"1457",NA,"WORKING FULL TIME",47,NA,3,82980.5992381674,3,"ONLY SOME","HS"
"1458",8,"WORKING FULL TIME",51,"Obama",NA,140641.773626835,NA,NA,"Bachelor deg"
"1459",NA,"WORKING FULL TIME",53,NA,1,119452.032928859,2,"A GREAT DEAL","HS"
"1460",8,"WORKING FULL TIME",41,"Obama",NA,49999.1410476668,NA,NA,"HS"
"1461",6,"WORKING FULL TIME",39,"Obama",1,52290.0657540135,1,"ONLY SOME","Bachelor deg"
"1462",NA,"WORKING FULL TIME",42,"McCain",3,83455.2345059732,4,"A GREAT DEAL","HS"
"1463",7,"UNEMPLOYED, LAID OFF",49,"Obama",NA,24120.0879258204,NA,NA,"HS"
"1464",7,"WORKING FULL TIME",50,"Obama",6,49999.5419877536,1,"A GREAT DEAL","HS"
"1465",NA,"WORKING PART TIME",54,"Obama",0,82568.4071261367,1,"A GREAT DEAL","HS"
"1466",8,"WORKING FULL TIME",43,"Obama",NA,49999.0869561303,NA,NA,"HS"
"1467",9,"WORKING FULL TIME",22,"Obama",1,82717.6392934858,4,"HARDLY ANY","HS"
"1468",NA,"WORKING FULL TIME",37,NA,4,3578.29861816075,4,"A GREAT DEAL","HS"
"1469",6,"WORKING FULL TIME",37,"Obama",1,32670.7988264646,2,"ONLY SOME","Bachelor deg"
"1470",5,NA,41,"Obama",NA,31641.2528114306,NA,NA,"HS"
"1471",8,"WORKING FULL TIME",30,NA,0,20283.8623348224,2,"A GREAT DEAL","Bachelor deg"
"1472",5,"WORKING FULL TIME",55,NA,NA,26629.5913499289,NA,NA,"HS"
"1473",6,"TEMP NOT WORKING",46,"Obama",0,11400.8714045442,1,"A GREAT DEAL","Junior Coll"
"1474",NA,"WORKING FULL TIME",27,"Obama",3,74995.863374506,2,"A GREAT DEAL","HS"
"1475",4,"WORKING FULL TIME",65,"McCain",NA,36304.3471867021,NA,NA,"HS"
"1476",3,"WORKING FULL TIME",65,"Obama",4,55268.9229627817,2,"A GREAT DEAL","HS"
"1477",7,"RETIRED",70,"McCain",NA,74999.7662750181,NA,NA,"HS"
"1478",9,"WORKING FULL TIME",27,"Obama",1,120058.383069929,3,"ONLY SOME","Bachelor deg"
"1479",NA,"WORKING FULL TIME",33,"Obama",2,74998.471756864,4,"ONLY SOME","Bachelor deg"
"1480",8,"WORKING FULL TIME",37,"Obama",NA,120769.859871579,NA,NA,"Graduate deg"
"1481",NA,"WORKING FULL TIME",23,NA,2,38947.054430967,4,"A GREAT DEAL","Bachelor deg"
"1482",8,"WORKING PART TIME",64,"McCain",0,74999.7642523128,1,"A GREAT DEAL","Bachelor deg"
"1483",NA,"WORKING FULL TIME",29,"McCain",1,33000.152720237,4,"A GREAT DEAL","Graduate deg"
"1484",7,"WORKING FULL TIME",43,NA,4,NA,4,"A GREAT DEAL","Bachelor deg"
"1485",6,"TEMP NOT WORKING",45,NA,NA,15957.2511401386,NA,NA,"Bachelor deg"
"1486",NA,"RETIRED",64,"McCain",1,56191.4993300478,2,"A GREAT DEAL","Bachelor deg"
"1487",5,"RETIRED",76,"Obama",NA,31069.4153784549,NA,NA,"HS"
"1488",9,"WORKING FULL TIME",47,"McCain",3,NA,2,"ONLY SOME","Bachelor deg"
"1489",NA,"WORKING PART TIME",21,NA,4,20601.626985681,1,"ONLY SOME","HS"
"1490",7,"WORKING FULL TIME",36,NA,NA,49997.8322893782,NA,NA,"HS"
"1491",NA,"WORKING FULL TIME",39,"Obama",2,81739.0023548942,3,"ONLY SOME","Bachelor deg"
"1492",8,"WORKING FULL TIME",30,"McCain",1,175015.64817329,3,"A GREAT DEAL","Bachelor deg"
"1493",NA,"WORKING FULL TIME",53,"Obama",0,140042.055708265,3,"A GREAT DEAL","HS"
"1494",NA,NA,58,NA,1,7504.09245713335,3,"ONLY SOME","<HS"
"1495",7,"WORKING FULL TIME",47,NA,3,16263.559995993,4,"A GREAT DEAL","HS"
"1496",6,"WORKING FULL TIME",34,"Obama",NA,26760.0029117054,NA,NA,"Bachelor deg"
"1497",NA,"RETIRED",58,"Obama",2,6434.39469864682,3,"A GREAT DEAL","<HS"
"1498",4,"RETIRED",64,NA,2,7636.1704349925,4,"A GREAT DEAL","<HS"
"1499",2,"WORKING FULL TIME",30,NA,NA,37843.2093118867,NA,NA,"<HS"
"1500",8,"WORKING FULL TIME",52,"Obama",0,74998.5553722333,4,"ONLY SOME","HS"
"1501",NA,"RETIRED",72,"McCain",0,54533.841989323,1,"ONLY SOME","HS"
"1502",8,"WORKING FULL TIME",51,"Obama",NA,NA,NA,NA,"HS"
"1503",7,"WORKING FULL TIME",39,NA,NA,NA,NA,NA,"Graduate deg"
"1504",5,"WORKING FULL TIME",49,NA,NA,38119.1392335561,NA,NA,"HS"
"1505",6,"WORKING PART TIME",22,NA,6,NA,4,"A GREAT DEAL","HS"
"1506",NA,NA,51,NA,2,14147.3951344286,1,"A GREAT DEAL","<HS"
"1507",7,"WORKING FULL TIME",33,"Obama",NA,27222.2472490953,NA,NA,"HS"
"1508",NA,"RETIRED",69,"Obama",1,NA,1,"ONLY SOME","Bachelor deg"
"1509",NA,"WORKING FULL TIME",48,NA,2,119466.725653076,4,"ONLY SOME","Graduate deg"
"1510",5,"WORKING FULL TIME",28,"McCain",3,19005.0502891669,1,"ONLY SOME","HS"
"1511",7,"WORKING FULL TIME",66,"Obama",NA,120624.093590617,NA,NA,"Graduate deg"
"1512",10,"WORKING PART TIME",55,"McCain",2,74999.7581915756,2,"A GREAT DEAL","HS"
"1513",5,"WORKING FULL TIME",45,NA,NA,55259.746957715,NA,NA,"Junior Coll"
"1514",9,"WORKING FULL TIME",51,"Obama",1,74999.4766199597,3,"ONLY SOME","Bachelor deg"
"1515",NA,"WORKING FULL TIME",55,"Obama",3,23807.2294935722,1,"ONLY SOME","HS"
"1516",4,"KEEPING HOUSE",39,NA,5,49997.2915089736,4,"A GREAT DEAL","<HS"
"1517",5,"WORKING FULL TIME",53,"Obama",NA,NA,NA,NA,"HS"
"1518",NA,"RETIRED",67,"Obama",1,13896.7829091367,1,"HARDLY ANY","HS"
"1519",3,"WORKING FULL TIME",37,NA,1,NA,2,"A GREAT DEAL","<HS"
"1520",6,"SCHOOL",20,NA,6,174597.19951555,2,"A GREAT DEAL","HS"
"1521",7,"WORKING FULL TIME",23,NA,NA,175080.47149158,NA,NA,"HS"
"1522",NA,"WORKING PART TIME",64,NA,1,NA,1,"ONLY SOME","HS"
"1523",6,"RETIRED",56,NA,NA,NA,NA,NA,"HS"
"1524",NA,NA,59,NA,6,12213.3201083709,1,"A GREAT DEAL","<HS"
"1525",6,"UNEMPLOYED, LAID OFF",26,"Obama",1,11034.3759041905,4,"A GREAT DEAL","<HS"
"1526",4,"WORKING FULL TIME",81,NA,4,16474.4201375744,1,"ONLY SOME","HS"
"1527",NA,"RETIRED",67,"Obama",2,32559.4919619844,1,"A GREAT DEAL","HS"
"1528",5,"WORKING FULL TIME",53,"Obama",NA,28041.6486218447,NA,NA,"HS"
"1529",8,"WORKING FULL TIME",39,"McCain",4,81322.5325593596,1,"ONLY SOME","HS"
"1530",5,"WORKING FULL TIME",38,NA,NA,55275.8113942242,NA,NA,"HS"
"1531",10,"RETIRED",89,"McCain",6,13057.1423338799,2,"A GREAT DEAL","Junior Coll"
"1532",6,"WORKING FULL TIME",53,NA,3,3396.61652885081,2,"A GREAT DEAL","<HS"
"1533",NA,"WORKING FULL TIME",60,"Obama",4,4543.03740582595,3,"A GREAT DEAL","<HS"
"1534",7,"WORKING FULL TIME",22,NA,NA,81091.7644889562,NA,NA,"HS"
"1535",4,"WORKING PART TIME",49,NA,0,10770.1372416958,1,"A GREAT DEAL","HS"
"1536",NA,"WORKING FULL TIME",59,"McCain",1,NA,3,"ONLY SOME","Junior Coll"
"1537",4,"KEEPING HOUSE",33,NA,NA,82505.0847173835,NA,NA,"HS"
"1538",6,"WORKING FULL TIME",33,NA,1,55970.4139024289,3,"ONLY SOME","Junior Coll"
"1539",7,"KEEPING HOUSE",77,NA,NA,NA,NA,NA,"<HS"
"1540",6,"WORKING PART TIME",34,NA,3,18660.3838081067,NA,"ONLY SOME","<HS"
"1541",NA,"WORKING PART TIME",55,"Obama",1,NA,4,"ONLY SOME","<HS"
"1542",3,"WORKING PART TIME",29,NA,NA,56121.5188571655,NA,NA,"HS"
"1543",6,"WORKING FULL TIME",51,NA,NA,28466.4377071592,NA,NA,"Bachelor deg"
"1544",2,"SCHOOL",26,"McCain",4,1586.00306537832,3,"A GREAT DEAL","HS"
"1545",0,"RETIRED",79,NA,NA,NA,NA,NA,"<HS"
"1546",4,"WORKING FULL TIME",20,NA,4,NA,NA,"ONLY SOME","HS"
"1547",9,"SCHOOL",24,"Obama",3,49999.7938136838,2,"ONLY SOME","HS"
"1548",3,"KEEPING HOUSE",22,NA,3,11662.2165869106,4,"A GREAT DEAL","<HS"
"1549",6,"WORKING FULL TIME",26,NA,NA,38200.7952959175,NA,NA,"HS"
"1550",7,"WORKING FULL TIME",45,"Obama",NA,82904.3852954051,NA,NA,"HS"
"1551",4,"WORKING FULL TIME",44,"McCain",1,16003.9363411898,4,"A GREAT DEAL","HS"
"1552",NA,"WORKING FULL TIME",55,NA,3,174399.072952848,1,"A GREAT DEAL","Bachelor deg"
"1553",7,"RETIRED",65,"McCain",NA,36891.4608372359,NA,NA,"Bachelor deg"
"1554",9,"RETIRED",58,"McCain",1,174107.226756938,2,"A GREAT DEAL","Graduate deg"
"1555",3,"WORKING PART TIME",20,NA,NA,801.27157240994,NA,NA,"HS"
"1556",8,"SCHOOL",37,"Obama",1,6593.63806387301,1,"A GREAT DEAL","Junior Coll"
"1557",NA,"WORKING FULL TIME",32,"Obama",1,27166.6026651023,4,"ONLY SOME","HS"
"1558",NA,"WORKING FULL TIME",58,"McCain",1,NA,1,"ONLY SOME","Graduate deg"
"1559",7,NA,43,NA,NA,21421.5641920934,NA,NA,"HS"
"1560",7,"WORKING FULL TIME",57,"McCain",1,38022.8037158918,1,"A GREAT DEAL","Graduate deg"
"1561",NA,"RETIRED",74,"Obama",1,49999.2104836744,2,"A GREAT DEAL","Bachelor deg"
"1562",NA,"RETIRED",67,"McCain",0,120113.554895571,2,"A GREAT DEAL","Graduate deg"
"1563",6,"WORKING FULL TIME",27,"Obama",1,74999.9225086626,4,"A GREAT DEAL","Graduate deg"
"1564",NA,"UNEMPLOYED, LAID OFF",55,NA,1,10643.8197451257,1,"A GREAT DEAL","Junior Coll"
"1565",6,"WORKING FULL TIME",45,"McCain",1,83797.3343686729,2,"A GREAT DEAL","HS"
"1566",6,"WORKING FULL TIME",42,"Obama",NA,37664.9400306852,NA,NA,"HS"
"1567",2,"WORKING FULL TIME",21,NA,4,11332.4947120394,1,"ONLY SOME","HS"
"1568",NA,"WORKING FULL TIME",28,"McCain",3,NA,4,"A GREAT DEAL","HS"
"1569",10,"WORKING FULL TIME",47,"Obama",3,49999.3992111951,4,"A GREAT DEAL","Graduate deg"
"1570",NA,"WORKING FULL TIME",25,"Obama",1,23285.550557809,3,"ONLY SOME","Junior Coll"
"1571",8,"RETIRED",71,"Obama",NA,37993.7088379525,NA,NA,"Bachelor deg"
"1572",5,"WORKING FULL TIME",46,NA,2,74999.7485488824,1,"A GREAT DEAL","HS"
"1573",NA,"WORKING FULL TIME",26,NA,2,23593.2960678165,2,"ONLY SOME","HS"
"1574",9,"RETIRED",71,NA,5,49998.1965210422,2,"ONLY SOME","Graduate deg"
"1575",5,"WORKING FULL TIME",65,"McCain",4,NA,1,"A GREAT DEAL","HS"
"1576",NA,"WORKING FULL TIME",35,"Obama",1,49995.5751731808,1,"A GREAT DEAL","HS"
"1577",1,"RETIRED",62,NA,3,NA,NA,"A GREAT DEAL","HS"
"1578",NA,"RETIRED",88,"McCain",1,7276.25337032251,1,"A GREAT DEAL","HS"
"1579",7,"WORKING FULL TIME",37,"McCain",NA,174712.576279714,NA,NA,"Bachelor deg"
"1580",4,"KEEPING HOUSE",46,"McCain",NA,175229.075730641,NA,NA,"Bachelor deg"
"1581",8,"WORKING FULL TIME",55,"McCain",1,NA,3,"ONLY SOME","Bachelor deg"
"1582",NA,"WORKING FULL TIME",48,"Obama",0,174809.134087087,4,"A GREAT DEAL","Graduate deg"
"1583",7,"KEEPING HOUSE",36,"McCain",NA,24682.5487868526,NA,NA,"HS"
"1584",NA,"WORKING FULL TIME",25,"Obama",6,74996.7991532822,4,"A GREAT DEAL","HS"
"1585",3,"WORKING FULL TIME",37,NA,4,NA,2,"ONLY SOME","Graduate deg"
"1586",10,"WORKING FULL TIME",59,NA,2,82250.7750705111,1,"ONLY SOME","<HS"
"1587",8,"WORKING FULL TIME",61,"Obama",1,38382.107945182,1,"HARDLY ANY","Graduate deg"
"1588",NA,"KEEPING HOUSE",61,"Obama",1,13818.0740382541,2,"A GREAT DEAL","Junior Coll"
"1589",8,"WORKING PART TIME",25,"McCain",2,26303.3354472319,4,"A GREAT DEAL","HS"
"1590",8,"WORKING PART TIME",63,"Obama",NA,24265.5795511293,NA,NA,"Graduate deg"
"1591",NA,"WORKING FULL TIME",54,NA,0,18617.7428690486,2,"A GREAT DEAL","HS"
"1592",9,"WORKING FULL TIME",39,NA,6,23644.3860435415,NA,"A GREAT DEAL","<HS"
"1593",NA,"RETIRED",69,"McCain",2,14088.2235191313,3,"A GREAT DEAL","<HS"
"1594",5,"KEEPING HOUSE",28,NA,NA,21402.0540410929,NA,NA,"HS"
"1595",7,"KEEPING HOUSE",29,"McCain",5,38428.4610684567,4,"A GREAT DEAL","HS"
"1596",NA,"RETIRED",85,"McCain",4,74999.4673522229,4,"A GREAT DEAL","HS"
"1597",NA,"WORKING FULL TIME",31,"Obama",1,21252.0085729138,1,"A GREAT DEAL","<HS"
"1598",6,"WORKING PART TIME",34,NA,NA,28106.6587392091,NA,NA,"Graduate deg"
"1599",2,"KEEPING HOUSE",37,NA,0,13610.6804012726,2,"HARDLY ANY","<HS"
"1600",4,"KEEPING HOUSE",46,NA,NA,NA,NA,NA,"<HS"
"1601",4,"KEEPING HOUSE",30,"Obama",1,15550.5646741978,3,"ONLY SOME","HS"
"1602",6,"RETIRED",75,NA,2,16689.8562896921,1,"ONLY SOME","HS"
"1603",5,"WORKING FULL TIME",55,NA,3,36724.1222569458,4,"A GREAT DEAL","<HS"
"1604",10,"WORKING FULL TIME",48,"Obama",NA,74996.7549185985,NA,NA,"Graduate deg"
"1605",NA,"RETIRED",82,"McCain",2,13601.0283115726,4,"ONLY SOME","HS"
"1606",7,"RETIRED",53,NA,1,3815.20708920834,1,"A GREAT DEAL","<HS"
"1607",5,"KEEPING HOUSE",32,NA,NA,NA,NA,NA,"<HS"
"1608",6,"KEEPING HOUSE",32,"Obama",2,56690.3822374588,4,"ONLY SOME","HS"
"1609",4,"WORKING FULL TIME",31,"Obama",1,21862.7888338597,1,"A GREAT DEAL","HS"
"1610",NA,"WORKING FULL TIME",25,NA,3,55281.4991645141,4,"A GREAT DEAL","HS"
"1611",1,"WORKING PART TIME",44,NA,NA,9633.97993834561,NA,NA,"<HS"
"1612",NA,"RETIRED",54,NA,5,23785.5545173068,NA,"ONLY SOME","<HS"
"1613",4,"KEEPING HOUSE",30,"Obama",3,16046.6852466972,3,"A GREAT DEAL","HS"
"1614",5,"RETIRED",76,"McCain",NA,13835.200722356,NA,NA,"HS"
"1615",6,"UNEMPLOYED, LAID OFF",48,NA,1,2362.83157904615,1,"A GREAT DEAL","HS"
"1616",8,"WORKING FULL TIME",33,NA,NA,21341.4180258798,NA,NA,"<HS"
"1617",NA,"WORKING FULL TIME",26,NA,2,19389.627272516,4,"A GREAT DEAL","HS"
"1618",1,"SCHOOL",26,NA,NA,13573.6959755769,NA,NA,"HS"
"1619",3,"KEEPING HOUSE",18,NA,5,13160.6037082096,4,"A GREAT DEAL","<HS"
"1620",3,"RETIRED",61,NA,NA,6724.27624794011,NA,NA,"HS"
"1621",4,NA,57,NA,5,8339.70774645961,1,"ONLY SOME","HS"
"1622",6,"WORKING FULL TIME",36,"McCain",NA,NA,NA,NA,"Bachelor deg"
"1623",4,"TEMP NOT WORKING",33,"McCain",1,55330.9651243771,2,"A GREAT DEAL","<HS"
"1624",NA,"WORKING PART TIME",50,NA,2,49999.7734679292,NA,"A GREAT DEAL","<HS"
"1625",10,"KEEPING HOUSE",65,NA,NA,10454.9022366795,NA,NA,"HS"
"1626",3,"KEEPING HOUSE",50,NA,6,16284.2473350937,1,"A GREAT DEAL","<HS"
"1627",NA,"KEEPING HOUSE",48,NA,3,NA,NA,"HARDLY ANY","<HS"
"1628",3,"RETIRED",80,NA,NA,31545.7296299655,NA,NA,"<HS"
"1629",NA,"RETIRED",80,"McCain",1,16480.3786909049,2,"A GREAT DEAL","HS"
"1630",6,"WORKING PART TIME",70,NA,NA,37238.2817013577,NA,NA,"HS"
"1631",NA,"RETIRED",76,NA,5,14100.6946254674,1,"A GREAT DEAL","HS"
"1632",5,"WORKING FULL TIME",69,"Obama",NA,36723.6469659103,NA,NA,"HS"
"1633",NA,"WORKING FULL TIME",47,"McCain",2,NA,1,"A GREAT DEAL","Bachelor deg"
"1634",5,"WORKING PART TIME",68,"Obama",4,74999.3924302181,1,"ONLY SOME","Junior Coll"
"1635",7,"RETIRED",79,"Obama",NA,49998.9645214065,NA,NA,"HS"
"1636",7,"RETIRED",67,"McCain",NA,7693.9348563593,NA,NA,"Bachelor deg"
"1637",NA,"UNEMPLOYED, LAID OFF",62,"Obama",1,20865.7777464529,2,"ONLY SOME","HS"
"1638",6,"RETIRED",58,NA,0,10140.7966798386,3,"ONLY SOME","HS"
"1639",NA,"SCHOOL",19,NA,2,NA,4,"ONLY SOME","HS"
"1640",10,"WORKING FULL TIME",35,"Obama",NA,49997.4915601058,NA,NA,"Bachelor deg"
"1641",0,"WORKING PART TIME",36,"Obama",4,4823.46903503566,3,"ONLY SOME","HS"
"1642",6,"WORKING FULL TIME",86,"McCain",NA,NA,NA,NA,"HS"
"1643",NA,"WORKING FULL TIME",63,"McCain",0,176464.823138503,1,"ONLY SOME","HS"
"1644",NA,"WORKING PART TIME",22,NA,1,8391.32918113006,3,"ONLY SOME","HS"
"1645",3,"SCHOOL",23,"Obama",2,NA,2,"ONLY SOME","Junior Coll"
"1646",7,"SCHOOL",19,NA,NA,962.897991743219,NA,NA,"HS"
"1647",8,"WORKING PART TIME",51,"Obama",NA,82888.2491925548,NA,NA,"Bachelor deg"
"1648",6,"RETIRED",82,"McCain",3,11133.0976211857,1,"HARDLY ANY","<HS"
"1649",9,"SCHOOL",27,NA,NA,32360.7651293236,NA,NA,"Junior Coll"
"1650",NA,"RETIRED",68,"McCain",5,33072.4787558966,2,"A GREAT DEAL","HS"
"1651",8,"SCHOOL",23,NA,1,53621.2225070823,3,"HARDLY ANY","HS"
"1652",5,"WORKING FULL TIME",38,NA,NA,32158.8669557702,NA,NA,"HS"
"1653",4,"SCHOOL",65,"Obama",NA,NA,NA,NA,"Graduate deg"
"1654",8,"RETIRED",72,"Obama",NA,37813.3340529701,NA,NA,"HS"
"1655",NA,"RETIRED",80,NA,1,14141.0302131133,4,"A GREAT DEAL","<HS"
"1656",NA,"WORKING FULL TIME",34,NA,NA,36593.4138273928,NA,NA,"HS"
"1657",5,"UNEMPLOYED, LAID OFF",56,"Obama",NA,18096.6956135679,NA,NA,"HS"
"1658",5,"UNEMPLOYED, LAID OFF",57,"Obama",NA,82349.1430716172,NA,NA,"HS"
"1659",8,"WORKING FULL TIME",61,NA,3,NA,1,NA,"Bachelor deg"
"1660",NA,"KEEPING HOUSE",53,NA,0,NA,3,"A GREAT DEAL","HS"
"1661",4,"RETIRED",79,"McCain",NA,27668.4720907618,NA,NA,"HS"
"1662",5,"WORKING PART TIME",46,"Obama",0,14448.0210987042,3,"A GREAT DEAL","<HS"
"1663",8,"KEEPING HOUSE",45,NA,NA,NA,NA,NA,"Junior Coll"
"1664",4,"KEEPING HOUSE",50,NA,1,7375.63655011636,2,"A GREAT DEAL","<HS"
"1665",3,"WORKING FULL TIME",63,NA,NA,11232.7855398242,NA,NA,"HS"
"1666",6,"WORKING FULL TIME",38,"Obama",1,16134.5439935295,4,"A GREAT DEAL","HS"
"1667",6,"SCHOOL",51,NA,NA,NA,NA,NA,"HS"
"1668",10,"WORKING FULL TIME",62,NA,0,49999.8671729129,1,"HARDLY ANY","Bachelor deg"
"1669",NA,"KEEPING HOUSE",47,NA,1,11018.1221084397,2,"A GREAT DEAL","HS"
"1670",6,"WORKING FULL TIME",29,NA,NA,27337.4746877783,NA,NA,"HS"
"1671",6,"UNEMPLOYED, LAID OFF",37,"Obama",0,54674.7937710036,2,"ONLY SOME","Junior Coll"
"1672",8,"WORKING FULL TIME",39,"Obama",NA,74997.482314678,NA,NA,"Junior Coll"
"1673",NA,"WORKING FULL TIME",46,"Obama",0,82168.11378312,2,"ONLY SOME","Bachelor deg"
"1674",6,"WORKING FULL TIME",55,NA,2,31101.1560569861,3,"HARDLY ANY","Junior Coll"
"1675",5,"WORKING FULL TIME",27,"Obama",3,9157.32315174194,3,"ONLY SOME","HS"
"1676",NA,NA,45,NA,2,8919.59743858723,1,"HARDLY ANY","<HS"
"1677",9,"RETIRED",71,"Obama",NA,NA,NA,NA,"HS"
"1678",6,"RETIRED",74,"Obama",NA,9148.49634726069,NA,NA,"<HS"
"1679",7,"SCHOOL",18,NA,1,140107.606102787,2,"ONLY SOME","<HS"
"1680",NA,"RETIRED",67,"Obama",2,13619.5391648377,3,"A GREAT DEAL","HS"
"1681",NA,"WORKING FULL TIME",49,"Obama",0,119445.399587329,3,"A GREAT DEAL","Junior Coll"
"1682",6,"WORKING PART TIME",74,"McCain",3,NA,1,"A GREAT DEAL","HS"
"1683",5,"WORKING FULL TIME",67,"Obama",NA,55107.1801153547,NA,NA,"<HS"
"1684",NA,"KEEPING HOUSE",35,NA,6,18407.8647472782,NA,"A GREAT DEAL","<HS"
"1685",4,"WORKING FULL TIME",36,"Obama",3,31191.6828952287,3,"A GREAT DEAL","HS"
"1686",NA,"WORKING FULL TIME",58,"Obama",3,36582.1751875962,4,"ONLY SOME","HS"
"1687",5,"WORKING FULL TIME",21,NA,NA,82710.6386797429,NA,NA,"HS"
"1688",4,"WORKING PART TIME",21,NA,4,16040.0327127323,2,"A GREAT DEAL","HS"
"1689",7,"WORKING FULL TIME",43,"McCain",NA,NA,NA,NA,"Bachelor deg"
"1690",3,"WORKING FULL TIME",41,NA,3,49993.0442526183,1,"ONLY SOME","<HS"
"1691",NA,"WORKING FULL TIME",44,"Obama",3,38080.8771349757,3,"A GREAT DEAL","<HS"
"1692",3,NA,51,NA,NA,6791.82954408845,NA,NA,"HS"
"1693",2,"UNEMPLOYED, LAID OFF",22,NA,0,NA,3,"HARDLY ANY","HS"
"1694",NA,"KEEPING HOUSE",30,"Obama",1,28137.8718499718,4,"A GREAT DEAL","HS"
"1695",7,"WORKING PART TIME",18,NA,2,5376.95725659882,4,"A GREAT DEAL","<HS"
"1696",3,"WORKING PART TIME",73,NA,NA,NA,NA,NA,"<HS"
"1697",5,"KEEPING HOUSE",38,"McCain",1,26859.9734611808,1,"ONLY SOME","HS"
"1698",NA,"RETIRED",87,"Obama",2,573.234310112058,4,"ONLY SOME","HS"
"1699",7,"WORKING FULL TIME",39,NA,6,12869.1554475587,3,"ONLY SOME","HS"
"1700",NA,"RETIRED",74,NA,6,1992.93583437574,3,"ONLY SOME","HS"
"1701",7,"WORKING FULL TIME",31,"Obama",NA,37076.5095242116,NA,NA,"HS"
"1702",7,"WORKING FULL TIME",37,NA,NA,54717.7258821824,NA,NA,"Junior Coll"
"1703",NA,"WORKING PART TIME",31,NA,0,54634.7505823332,1,"ONLY SOME","HS"
"1704",5,"WORKING FULL TIME",24,"McCain",NA,27376.8906019252,NA,NA,"HS"
"1705",NA,"WORKING FULL TIME",32,"McCain",6,74998.2384721981,1,"ONLY SOME","Graduate deg"
"1706",7,"WORKING FULL TIME",50,"McCain",5,175114.449996405,3,"A GREAT DEAL","Graduate deg"
"1707",4,"SCHOOL",20,NA,1,NA,2,"ONLY SOME","<HS"
"1708",4,"RETIRED",71,"Obama",NA,8281.38489513754,NA,NA,"HS"
"1709",7,"RETIRED",88,"McCain",1,74997.4420148632,4,"A GREAT DEAL","Graduate deg"
"1710",NA,"KEEPING HOUSE",24,NA,3,21211.1263249232,NA,"A GREAT DEAL","HS"
"1711",NA,"UNEMPLOYED, LAID OFF",56,"Obama",5,1622.82237627406,2,"A GREAT DEAL","HS"
"1712",10,"WORKING FULL TIME",56,"Obama",1,174057.398115021,2,"A GREAT DEAL","Graduate deg"
"1713",7,"UNEMPLOYED, LAID OFF",49,"Obama",NA,24245.354356174,NA,NA,"Junior Coll"
"1714",NA,"WORKING FULL TIME",48,"McCain",3,NA,3,"A GREAT DEAL","Junior Coll"
"1715",NA,"WORKING FULL TIME",59,"Obama",0,74999.2732246283,4,"ONLY SOME","HS"
"1716",NA,"RETIRED",82,NA,6,NA,3,"ONLY SOME","<HS"
"1717",8,"TEMP NOT WORKING",65,"McCain",1,37743.5613209193,1,"ONLY SOME","Junior Coll"
"1718",NA,"RETIRED",79,"McCain",6,27049.2287316254,1,"A GREAT DEAL","HS"
"1719",6,"WORKING FULL TIME",49,"McCain",NA,139566.145210493,NA,NA,"HS"
"1720",NA,"WORKING FULL TIME",36,"McCain",1,NA,1,"A GREAT DEAL","HS"
"1721",6,"WORKING FULL TIME",55,"McCain",NA,174266.862729808,NA,NA,"Graduate deg"
"1722",3,"RETIRED",59,NA,3,10476.0931637179,2,"A GREAT DEAL","HS"
"1723",7,"WORKING PART TIME",52,"Obama",NA,32391.4416339291,NA,NA,"Graduate deg"
"1724",10,"RETIRED",74,"Obama",NA,54309.2878380628,NA,NA,"Graduate deg"
